"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
447	8e+07	"artificial intelligence washington d.c. secret identity hostage technology"	"en"	"Eagle Eye"	46.887983	2008-09-25	178066569	118	6.3	1018	"Thriller"	2008	9	25	"Shia LaBeouf"	"male"	"D.J."	NA
494	4.5e+07	"loss of parents wild boar uncle shaman redemption"	"en"	"The Lion King"	90.457886	1994-06-23	788241776	89	8	5376	"Drama"	1994	6	23	"Jonathan Taylor"	"male"	"Roger"	"male"
466	8e+07	"future time machine"	"en"	"The Time Machine"	25.978555	2002-03-04	123729176	96	5.8	631	"Action"	2002	3	4	"Guy Pearce"	"male"	"Simon"	"male"
4004	0	NA	"zh"	"Silver Medalist"	0.406645	2009-01-20	0	99	7.4	13	"Drama"	2009	1	20	"Huang Bo"	NA	"Ning"	NA
4547	0	"music"	"en"	"Scott Walker: 30 Century Man"	0.607782	2006-10-31	0	95	7	8	"Music"	2006	10	31	"Scott Walker"	"male"	"Stephen"	"male"
3544	0	NA	"en"	"Animals"	1.5846	2014-05-15	0	90	6.2	9	"Drama"	2014	5	15	"David Dastmalchian"	"male"	"Collin"	"male"
3247	8e+06	"male friendship friendship dating relationship duringcreditsstinger"	"en"	"That Awkward Moment"	37.821106	2014-01-29	26049082	94	6.1	1004	"Comedy"	2014	1	29	"Zac Efron"	"male"	"Tom"	"male"
1387	3.4e+07	"islam new york prison assassination ku klux klan"	"en"	"Malcolm X"	19.822791	1992-11-18	48169908	202	7.2	370	"Drama"	1992	11	18	"Denzel Washington"	"male"	"Spike"	"male"
2093	2e+07	"pain stunts stuntman stupidity comedy"	"en"	"Jackass 3D"	20.99174	2010-10-15	117224271	94	6.4	428	"Comedy"	2010	10	15	"Johnny Knoxville"	"male"	"Jeff"	"male"
2811	12516654	"mouse musician friendship prejudice bear"	"fr"	"Ernest & Celestine"	11.103202	2012-12-12	8109160	78	7.6	142	"Drama"	2012	12	12	"Anne-Marie Loop"	NA	"St\u00e9phane"	NA
4702	200	NA	"en"	"Perfect Cowboy"	0.050978	2014-07-13	0	109	5	1	"Drama"	2014	7	13	"Ken Roht"	"male"	"Ken"	"male"
3597	4e+06	"record collection flower cheese pub surrey"	"en"	"Shaun of the Dead"	49.12486	2004-04-09	30039392	99	7.5	2420	"Comedy"	2004	4	9	"Simon Pegg"	"male"	"Edgar"	"male"
2637	0	"suspense series of murders"	"en"	"Felicia's Journey"	0.470645	1999-11-24	0	116	6.6	23	"Drama"	1999	11	24	"Bob Hoskins"	"male"	"Atom"	"male"
945	5e+07	"poem middle east helicopter satellite navy"	"en"	"G.I. Jane"	19.434672	1997-08-22	48169156	125	6	395	"Drama"	1997	8	22	"Demi Moore"	"female"	"Ridley"	"male"
1420	3.5e+07	"nanny fantasy children aftercreditsstinger duringcreditsstinger"	"en"	"Nanny McPhee and the Big Bang"	23.835055	2010-03-26	93246388	109	6	436	"Comedy"	2010	3	26	"Emma Thompson"	"female"	"Susanna"	"female"
3885	2400000	"injection celebrity satire near future metamorphosis"	"en"	"Antiviral"	11.753553	2012-09-19	0	110	5.7	112	"Fiction"	2012	9	19	"Caleb Landry"	"male"	"Brandon"	"male"
926	5e+07	"competition moderator lasagne garfield"	"en"	"Garfield"	17.667826	2004-06-10	200804534	80	5.2	820	"Comedy"	2004	6	10	"Bill Murray"	"male"	"Peter"	"male"
4596	6e+06	"prostitute mannequin remake murder gore"	"en"	"Maniac"	19.331884	2012-12-26	31081	89	6	316	"Horror"	2012	12	26	"Elijah Wood"	"male"	"Franck"	"male"
1742	2.8e+07	"martial arts atomic bomb ghetto parkour cops"	"en"	"Brick Mansions"	25.520976	2014-04-22	68896829	90	5.7	615	"Drama"	2014	4	22	"Paul Walker"	"male"	"Camille"	"female"
3772	4e+06	"new york san francisco alcoholism serial killer alcoholic"	"en"	"You Kill Me"	6.091951	2007-02-09	2426851	90	6.2	80	"Comedy"	2007	2	9	"Ben Kingsley"	"male"	"John"	"male"
963	4e+07	"assassination assassin ninja fighter revenge ninja"	"en"	"Ninja Assassin"	19.085403	2009-09-29	60462347	99	6.2	371	"Thriller"	2009	9	29	"Rain Naomie"	"female"	"James"	"male"
2045	2.2e+07	"sex detective jealousy humor protest"	"en"	"I Heart Huckabees"	14.925633	2004-09-10	0	106	6.2	239	"Comedy"	2004	9	10	"Jason Schwartzman"	"male"	"David"	"male"
1675	3e+07	"underage soldier duringcreditsstinger"	"en"	"Machine Gun Preacher"	13.268936	2011-09-23	2527904	129	6.4	286	"Thriller"	2011	9	23	"Gerard Butler"	"male"	"Marc"	"male"
59	2e+08	"civilization natural disaster end of the world disaster apocalypse"	"en"	"2012"	45.274225	2009-10-10	769653595	158	5.6	4903	"Action"	2009	10	10	"John Cusack"	"male"	"Roland"	"male"
326	9.5e+07	"cinderella magic prince fairy tale kingdom"	"en"	"Cinderella"	101.187052	2015-03-12	543514353	105	6.7	2374	"Drama"	2015	3	12	"Lily James"	"female"	"Kenneth"	"male"
3390	7e+06	"loss of mother clerk grocery loss of relative loss of wife"	"en"	"Hesher"	13.635828	2010-01-22	382946	106	6.7	212	"Drama"	2010	1	22	"Joseph Gordon-Levitt"	"male"	"Spencer"	"male"
536	7.5e+07	"civil war father son relationship east india trading company traitor death penalty"	"en"	"Anna and the King"	13.327372	1999-12-16	0	148	6.4	197	"Drama"	1999	12	16	"Jodie Foster"	"female"	"Andy"	"male"
410	8.5e+07	"attempted murder fairy tale black magic cockroach villainess"	"en"	"Mirror Mirror"	48.126297	2012-03-15	183018522	106	5.5	1114	"Drama"	2012	3	15	"Julia Roberts"	"female"	"Tarsem"	NA
927	6e+07	"holiday christmas"	"en"	"Christmas with the Kranks"	9.225166	2004-11-24	0	99	5.2	193	"Comedy"	2004	11	24	"Tim Allen"	"male"	"Joe"	"male"
2291	19100000	"palace impostor pervertion"	"en"	"The Devil's Double"	10.559414	2011-02-11	5728213	109	6.5	208	"Drama"	2011	2	11	"Dominic Cooper"	"male"	"Lee"	"male"
4016	2500000	"new jersey paraplegic loss of mother expensive restaurant pop culture"	"en"	"Garden State"	30.583959	2004-07-28	26781723	102	7.1	618	"Drama"	2004	7	28	"Zach Braff"	"male"	"Zach"	"male"
3019	1e+07	"usa country music commercial radio presenter radio transmission"	"en"	"A Prairie Home Companion"	5.025446	2006-06-09	0	105	6.4	81	"Drama"	2006	6	9	"Meryl Streep"	"female"	"Robert"	"male"
3113	1e+07	"mexican"	"es"	"Cinco de Mayo: La Batalla"	0.072085	2013-05-03	0	125	5.8	14	"Drama"	2013	5	3	"Christian Vazquez"	"male"	"Rafa"	"female"
1519	3.2e+07	"circus magic aunt imaginary friend"	"en"	"Bogus"	3.379454	1996-09-06	0	110	5.4	44	"Comedy"	1996	9	6	"Whoopi Goldberg"	NA	"Norman"	"male"
4044	2450000	"dancing chicago woman director"	"en"	"Go for It!"	0.500753	2011-05-13	0	105	4.6	5	"Drama"	2011	5	13	"Aimee Garcia"	"female"	"Carmen"	"female"
81	1.8e+08	"fairy tale villain sleeping beauty dark fantasy based on fairy tale"	"en"	"Maleficent"	110.620647	2014-05-28	758539785	97	7	4496	"Action"	2014	5	28	"Angelina Jolie"	"female"	"Robert"	"male"
1895	2.5e+07	"shyness brother sister relationship business man"	"en"	"Punch-Drunk Love"	15.960916	2002-10-25	1.7e+07	95	6.9	530	"Drama"	2002	10	25	"Adam Sandler"	"male"	"Paul"	"male"
2645	1.2e+07	"roman empire ancient rome ancient world violence britain"	"en"	"Centurion"	22.708647	2010-02-15	6814789	97	5.9	386	"Drama"	2010	2	15	"Michael Fassbender"	"male"	"Neil"	"male"
1862	2.5e+07	NA	"en"	"Beauty Shop"	5.625632	2005-06-02	36351350	105	5.4	115	"Comedy"	2005	6	2	"Queen Latifah"	"female"	"Bille"	"female"
3246	0	"japan suicide photographer honeymoon nightmare"	"en"	"Shutter"	8.864368	2008-03-21	0	85	5.3	180	"Thriller"	2008	3	21	"Joshua Jackson"	"male"	"Masayuki"	"male"
3775	4e+06	"fictional place dream fantasy"	"en"	"Mirrormask"	7.758188	2005-01-25	866999	101	6.6	102	"Fantasy"	2005	1	25	"Stephanie Leonidas"	"female"	"Dave"	"male"
2022	2.4e+07	"farewell adultery love at first sight photographer wife husband relationship"	"en"	"The Bridges of Madison County"	17.606087	1995-05-28	182016617	135	7.3	385	"Drama"	1995	5	28	"Meryl Streep"	"female"	"Clint"	"male"
4258	0	NA	"en"	"Wind Walkers"	0.446858	2016-01-28	0	93	7.5	6	"Thriller"	2016	1	28	"Zane Holtz"	"male"	"Russell"	"male"
67	1.75e+08	"alien giant robot duringcreditsstinger"	"en"	"Monsters vs Aliens"	36.167578	2009-03-19	381509870	94	6	1423	"Adventure"	2009	3	19	"Seth Rogen"	"male"	"Conrad"	"male"
221	1.2e+08	"mouse falcon bird friendship family"	"en"	"Stuart Little 2"	27.990284	2002-07-19	169956806	78	5.4	613	"Comedy"	2002	7	19	"Michael J."	"male"	"Rob"	"male"
4655	250000	NA	"en"	"The Christmas Bunny"	0.065103	2010-11-28	0	96	5.7	7	"Drama"	2010	11	28	"Sophie Bolen"	"female"	"Tom"	"male"
187	1.3e+08	"adventure fairy-tale figure"	"en"	"Puss in Boots"	20.678787	2011-10-28	554987477	90	6.4	451	"Action"	2011	10	28	"Antonio Banderas"	"male"	"Chris"	"male"
4525	0	"independent film"	"en"	"Groove"	1.09454	2000-06-08	0	86	5.6	6	"Drama"	2000	6	8	"Hamish Linklater"	"male"	"Greg"	"male"
997	5e+07	"stupidity sequel fashion male model fashion model"	"en"	"Zoolander 2"	37.253774	2016-02-06	55969000	100	4.7	797	"Comedy"	2016	2	6	"Ben Stiller"	"male"	"Ben"	"male"
3513	6e+06	"woman director"	"en"	"Song One"	6.349218	2014-01-20	32251	86	5.5	87	"Drama"	2014	1	20	"Anne Hathaway"	"female"	"Kate"	"female"
4260	1400000	"hotel teenage girl doctor woman director spanish movie"	"es"	"The Holy Girl"	0.684881	2004-05-06	0	106	6.8	10	"Drama"	2004	5	6	"Mar\u00eda Alch\u00e9"	NA	"Lucrecia"	"female"
692	1.5e+08	"fish small town space marine chicken alien"	"en"	"Chicken Little"	47.973995	2005-11-04	314432665	81	5.6	944	"Comedy"	2005	11	4	"Zach Braff"	"male"	"Mark"	"male"
2592	2.5e+07	"loss of lover antiquary loss of powers death of a friend immortality"	"en"	"Highlander: Endgame"	11.782725	2000-09-01	15843608	87	4.4	104	"Action"	2000	9	1	"Christopher Lambert"	"male"	"Douglas"	"male"
4539	5e+05	"exploding building duringcreditsstinger"	"en"	"Rubber"	9.108949	2010-07-09	98017	85	5.7	251	"Drama"	2010	7	9	"Thomas F."	"male"	"Quentin"	"male"
378	1e+08	"submarine soviet union core melt north atlantic nuclear"	"en"	"K-19: The Widowmaker"	15.625949	2002-07-19	35168966	138	6.1	264	"Drama"	2002	7	19	"Harrison Ford"	"male"	"Kathryn"	"female"
90	1.65e+08	"santa claus nerd faith gift bell"	"en"	"The Polar Express"	47.323228	2004-11-10	305875730	100	6.4	1474	"Adventure"	2004	11	10	"Tom Hanks"	"male"	"Robert"	"male"
3605	5e+06	"suicide single parent sister sister relationship cleaning lady new mexico"	"en"	"Sunshine Cleaning"	19.336367	2008-01-18	16174377	102	6.5	255	"Drama"	2008	1	18	"Amy Adams"	"female"	"Christine"	"female"
936	5e+07	"cemetery diamant suspense psychiatrist killer"	"en"	"Don't Say a Word"	11.596207	2001-09-28	100020092	113	6	220	"Thriller"	2001	9	28	"Michael Douglas"	"male"	"Gary"	"male"
1638	3e+07	"male nudity female nudity letter love viagra"	"en"	"Love & Other Drugs"	20.236951	2010-11-22	102820008	112	6.6	1233	"Drama"	2010	11	22	"Jake Gyllenhaal"	"male"	"Edward"	"male"
713	6e+07	"love triangle new york montana attachment to nature confidence"	"en"	"The Horse Whisperer"	12.867352	1998-05-14	186883563	170	6.7	292	"Drama"	1998	5	14	"Robert Redford"	"male"	"Robert"	"male"
898	5e+07	"moon cinema vampire werewolf fang vamp"	"en"	"The Twilight Saga: New Moon"	94.815867	2009-03-15	709827462	130	5.6	2436	"Drama"	2009	3	15	"Kristen Stewart"	"female"	"Chris"	"male"
4677	0	"sex bisexual science"	"de"	"Three"	5.937602	2010-12-23	2611555	119	6.3	31	"Drama"	2010	12	23	"Sophie Rois"	"female"	"Tom"	"male"
761	6e+07	"revenge murder plot twist dirty cop"	"en"	"Righteous Kill"	18.380176	2008-09-11	73174566	101	5.9	375	"Drama"	2008	9	11	"Robert De"	"male"	"Jon"	"male"
1612	3e+07	"classroom college teacher diner loss of job"	"en"	"Larry Crowne"	20.355458	2011-06-30	36160375	98	5.7	359	"Drama"	2011	6	30	"Tom Hanks"	"male"	"Tom"	"male"
1792	2.5e+07	"miami scam crime weight lifting weightlifting"	"en"	"Pain & Gain"	31.893932	2013-04-18	86175291	130	6.1	1573	"Thriller"	2013	4	18	"Mark Wahlberg"	"male"	"Michael"	"male"
1515	2.8e+07	"irland rock star court case rivalry falling in love"	"en"	"Laws of Attraction"	6.201404	2004-04-04	30016165	90	5.6	104	"Comedy"	2004	4	4	"Pierce Brosnan"	"male"	"Peter"	"male"
1688	3e+07	"microfilm biography silencer intrigue"	"en"	"Confessions of a Dangerous Mind"	18.165957	2002-12-30	33013805	113	6.6	275	"Drama"	2002	12	30	"Sam Rockwell"	"male"	"George"	"male"
4180	0	"comedian comedy duringcreditsstinger"	"en"	"The Greatest Movie Ever Sold"	0.692497	2011-04-22	621951	87	6.4	88	"Comedy"	2011	4	22	"Morgan Spurlock"	"female"	"Morgan"	"female"
4156	0	"spoof zombie"	"en"	"The Walking Deceased"	1.332804	2015-03-20	0	90	4.2	35	"Comedy"	2015	3	20	"Tim Ogletree"	"male"	"Scott"	"male"
4712	0	"competition ping pong documentary woman director"	"en"	"Top Spin"	0.523122	2014-11-15	0	80	6.8	6	"Documentary"	2014	11	15	NA	NA	"Sara"	"female"
2430	1.7e+07	"remake demon necronomicon duringcreditsstinger"	"en"	"Evil Dead"	33.912116	2013-04-05	97542952	91	6.4	1723	"Horror"	2013	4	5	"Jane Levy"	"female"	"Fede"	NA
3195	9e+06	"biography historical figure princess drama based on true story"	"en"	"Princess Kaiulani"	0.717811	2010-05-14	771499	130	4.8	14	"Drama"	2010	5	14	"Q'orianka Kilcher"	NA	"Marc"	"male"
4	2.6e+08	"based on novel mars medallion space travel princess"	"en"	"John Carter"	43.926995	2012-03-07	284139100	132	6.1	2124	"Action"	2012	3	7	"Taylor Kitsch"	"female"	"Andrew"	"male"
3880	0	"individual new york adolescence colombia drug traffic"	"es"	"Maria Full of Grace"	3.027892	2004-01-18	0	101	6.9	101	"Drama"	2004	1	18	"Catalina Sandino"	"female"	"Joshua"	"male"
4051	0	"christian film sex trafficking"	"en"	"8 Days"	0.015295	2014-06-15	0	90	0	0	"Drama"	2014	6	15	"Nicole Smolen"	"female"	"Jaco"	"male"
1029	4.7e+07	"dwarves cinderella wolf bad mother-in-law prince"	"en"	"Happily N'Ever After"	10.410933	2006-09-14	38085778	75	4.6	104	"Comedy"	2006	9	14	"George Carlin"	"male"	"Yvette"	"female"
3358	7e+05	"california hip-hop harvard university geek coming of age"	"en"	"Dope"	29.761163	2015-06-19	17986781	103	7.2	691	"Drama"	2015	6	19	"Shameik Moore"	"male"	"Rick"	"male"
2186	2e+07	"1970s afghanistan hang gliding war in afghanistan taliban"	"en"	"The Kite Runner"	10.446722	2007-10-14	73276047	128	7.3	394	"Drama"	2007	10	14	"Khalid Abdalla"	"male"	"Marc"	"male"
1623	0	"biography james brown"	"en"	"Get on Up"	13.064264	2014-08-01	31911598	139	6.4	158	"Drama"	2014	8	1	"Chadwick Boseman"	"male"	"Tate"	"male"
4340	0	"radiation ukraine nuclear radiation tourist nuclear power plant"	"en"	"Chernobyl Diaries"	20.649145	2012-05-24	18112929	88	4.9	483	"Thriller"	2012	5	24	"Jesse McCartney"	"male"	"Bradley"	"male"
1051	4.6e+07	"pennsylvania kidnapping maze vigilante rural setting"	"en"	"Prisoners"	88.496873	2013-09-18	122126687	153	7.9	3085	"Drama"	2013	9	18	"Hugh Jackman"	"male"	"Denis"	"male"
2938	2.4e+07	"female nudity tattoo radio cheat on husband eating contest"	"en"	"The Ladies Man"	2.259537	2000-10-13	13700000	84	5.7	34	"Comedy"	2000	10	13	"Tim Meadows"	"male"	"Reginald"	"male"
2754	6e+06	NA	"en"	"Two Can Play That Game"	2.27213	2001-09-07	0	90	6.6	17	"Comedy"	2001	9	7	"Vivica A."	"female"	"Mark"	"male"
1485	3.3e+07	"chicago fbi menace covered investigation state of emergency"	"en"	"The Watcher"	7.339908	2000-09-08	0	96	4.9	110	"Thriller"	2000	9	8	"James Spader"	"male"	"Joe"	"male"
3138	1e+07	"gunslinger bounty hunter blacksmith duel wild west"	"en"	"Gunless"	3.753703	2010-04-30	0	89	6.7	27	"Drama"	2010	4	30	"Sienna Guillory"	"female"	"William"	"male"
3566	1.1e+07	"amnesia nightmare alternate dimension psychologist memory loss"	"en"	"Freddy's Dead: The Final Nightmare"	16.856231	1991-09-05	34872033	89	5.1	272	"Comedy"	1991	9	5	"Robert Englund"	"male"	"Rachel"	"female"
2856	0	"woman director"	"en"	"Just Wright"	10.409253	2010-05-14	21520719	100	6.1	99	"Drama"	2010	5	14	"Queen Latifah"	"female"	"Sanaa"	"female"
4572	225000	"upper class new york independent film debutante young adult"	"en"	"Metropolitan"	1.014966	1990-08-03	0	98	7	38	"Drama"	1990	8	3	"Edward Clements"	"male"	"Whit"	"male"
4097	6e+06	"dj"	"en"	"We Are Your Friends"	28.819424	2015-08-26	11122090	96	6.3	658	"Drama"	2015	8	26	"Zac Efron"	"male"	"Max"	"male"
879	5.3e+07	"tattoo secret passage baseball bat deal explosion"	"en"	"Law Abiding Citizen"	49.593978	2009-10-15	126690726	109	7.2	1486	"Drama"	2009	10	15	"Jamie Foxx"	"female"	"F."	NA
4688	0	"philosophy secret birthday professor psychology"	"en"	"The Man from Earth"	31.339015	2007-06-10	0	87	7.7	687	"Drama"	2007	6	10	"David Lee"	"male"	"Richard"	"male"
4552	5e+05	NA	"en"	"Girls Gone Dead"	1.600171	2012-03-28	0	104	3.5	14	"Comedy"	2012	3	28	"Katie Peterson"	"female"	"Michael"	"male"
1636	2.5e+07	"hacker undercover agent mafia chain gang fugitive"	"en"	"Fled"	2.77255	1996-07-19	17193231	98	5.2	47	"Comedy"	1996	7	19	"Laurence Fishburne"	"male"	"Kevin"	"male"
1224	4.7e+07	"premonition death by accident crash end is here duringcreditsstinger"	"en"	"Final Destination 5"	38.555482	2011-08-12	157887643	92	5.9	866	"Horror"	2011	8	12	"Emma Bell"	"female"	"Steven"	"male"
2507	15500000	NA	"en"	"Slow Burn"	6.630856	2005-09-12	1237615	93	5.5	16	"Drama"	2005	9	12	"Ray Liotta"	"male"	"Wayne"	"male"
2636	0	"secret telepathy technology invention government"	"en"	"Listening"	2.414721	2015-09-11	0	100	5.5	31	"Drama"	2015	9	11	"Thomas Stroppel"	"male"	"Khalil"	"male"
1617	3e+07	"man vs machine hope post-apocalyptic dystopia friendship"	"en"	"9"	55.806402	2009-08-19	48428063	79	6.6	1262	"Thriller"	2009	8	19	"Christopher Plummer"	"male"	"Shane"	"male"
3988	2e+06	"zombie found footage"	"en"	"Diary of the Dead"	15.351412	2007-09-08	5364858	95	5.4	190	"Action"	2007	9	8	"Michelle Morgan"	"female"	"George"	"male"
4723	1e+05	"gallows high school tragedy hanging found footage"	"en"	"The Gallows"	18.045782	2015-07-10	42664410	87	4.9	361	"Thriller"	2015	7	10	"Cassidy Gifford"	"female"	"Travis"	"male"
830	3e+07	"brother brother relationship swordplay katana mother role rage and hate"	"en"	"Kill Bill: Vol. 2"	50.622607	2004-04-16	152159461	136	7.6	3948	"Thriller"	2004	4	16	"Uma Thurman"	"female"	"Quentin"	"male"
214	1.2e+08	"u.s. air force grocery jamaican meteorologist rescue boat"	"en"	"The Perfect Storm"	25.752118	2000-03-15	325756637	130	6.2	597	"Drama"	2000	3	15	"George Clooney"	"male"	"Wolfgang"	"male"
369	9.5e+07	"riddle treasure medallion kenia alexander the great"	"en"	"Lara Croft Tomb Raider: The Cradle of Life"	56.811056	2003-07-21	156505388	117	5.5	1418	"Thriller"	2003	7	21	"Angelina Jolie"	"female"	"Jan"	"female"
2351	1.7e+07	"big family family relationships family woman director christmas"	"en"	"Love the Coopers"	9.191187	2015-11-12	2.4e+07	107	5.4	167	"Comedy"	2015	11	12	"Steve Martin"	"male"	"Jessie"	"female"
171	1.5e+08	"naturalist frigate self surgery sea battle weevil"	"en"	"Master and Commander: The Far Side of the World"	36.973031	2003-11-14	212011111	138	6.9	790	"Adventure"	2003	11	14	"Russell Crowe"	"male"	"Peter"	"male"
1096	4.5e+07	"assassin asia gun deaf-mute hitman"	"en"	"Bangkok Dangerous"	14.813057	2008-08-21	42487390	99	5	332	"Thriller"	2008	8	21	"Nicolas Cage"	"male"	"Danny"	"male"
2414	1.7e+07	"sex addiction laundromat"	"en"	"40 Days and 40 Nights"	14.18136	2002-03-01	0	94	5.2	297	"Comedy"	2002	3	1	"Josh Hartnett"	"male"	"Michael"	"male"
3929	0	"armageddon warlock"	"en"	"Warlock: The Armageddon"	3.107149	1993-05-01	0	98	5.2	38	"Fiction"	1993	5	1	"Julian Sands"	"male"	"Anthony"	"male"
2032	2.2e+07	"bachelor stroke of fate brother oxford author"	"en"	"Shadowlands"	5.609755	1993-12-25	0	131	6.8	61	"Drama"	1993	12	25	"Anthony Hopkins"	"male"	"Richard"	"male"
4746	0	"gay lgbt"	"en"	"Tiger Orange"	0.176377	2014-07-26	0	75	6.4	4	"Drama"	2014	7	26	"Mark Strano"	"male"	"Wade"	"male"
3169	9e+06	"bus assault rifle sniper machete dystopia"	"en"	"The Purge: Anarchy"	82.975841	2014-07-17	108782847	104	6.6	1954	"Thriller"	2014	7	17	"Frank Grillo"	"male"	"James"	"male"
2017	2.2e+07	"corruption fortune teller money transfer money laundering pottery"	"en"	"Ghost"	41.967005	1990-07-12	5.05e+08	127	6.9	1339	"Drama"	1990	7	12	"Patrick Swayze"	"male"	"Jerry"	"male"
1016	0	"lover (female) love of one's life time travel kiss past"	"en"	"Kate & Leopold"	11.940711	2001-12-25	0	118	6	418	"Comedy"	2001	12	25	"Meg Ryan"	"female"	"James"	"male"
3497	6e+06	"woman director"	"en"	"The Greatest"	6.903186	2009-01-17	0	99	6.2	34	"Drama"	2009	1	17	"Pierce Brosnan"	"male"	"Shana"	"female"
1491	3e+07	"dystopia quarantine futuristic sword fight lethal virus"	"en"	"Doomsday"	21.538222	2008-03-14	22211426	108	5.8	363	"Thriller"	2008	3	14	"Rhona Mitra"	"female"	"Neil"	"male"
518	7.5e+07	"gadget"	"en"	"Inspector Gadget"	17.561955	1999-07-23	0	78	4.3	318	"Comedy"	1999	7	23	"Matthew Broderick"	"male"	"David"	"male"
41	2e+08	"dc comics transformation superhero alien alien infection"	"en"	"Green Lantern"	51.872839	2011-06-16	219851172	114	5.1	2487	"Thriller"	2011	6	16	"Ryan Reynolds"	"male"	"Martin"	"male"
4798	220000	"united states\u2013mexico barrier legs arms paper knife guitar case"	"es"	"El Mariachi"	14.269792	1992-09-04	2040920	81	6.6	238	"Thriller"	1992	9	4	"Carlos Gallardo"	"male"	"Robert"	"male"
4433	930000	"baby roommate friendship single los angeles"	"en"	"L!fe Happens"	5.974156	2011-06-18	30905	100	5.3	66	"Comedy"	2011	6	18	"Krysten Ritter"	"female"	"Kat"	"female"
941	5e+07	"based on novel assault rifle mercenary libya biography"	"en"	"13 Hours: The Secret Soldiers of Benghazi"	42.526529	2016-01-13	69411370	144	7	938	"Drama"	2016	1	13	"James Badge"	"male"	"Michael"	"male"
202	1.03e+08	"bird sequel jungle audition amazon rainforest"	"en"	"Rio 2"	42.40024	2014-03-19	500188435	102	6.3	978	"Comedy"	2014	3	19	"Jesse Eisenberg"	"male"	"Carlos"	"male"
3053	6e+06	"slapstick ensemble cast duringcreditsstinger woman director laxative"	"en"	"Movie 43"	35.350303	2013-01-01	32438988	90	4.4	797	"Comedy"	2013	1	1	"Anna Faris"	"female"	"Griffin"	"male"
3682	5e+06	"wife murder murder plot"	"en"	"Let's Kill Ward's Wife"	8.496364	2014-12-23	0	81	5.5	76	"Comedy"	2014	12	23	"Patrick Wilson"	"male"	"Scott"	"male"
1475	3.5e+07	"mother father son relationship field athlete soccer"	"en"	"Playing for Keeps"	17.932561	2012-11-29	0	106	5.4	240	"Comedy"	2012	11	29	"Gerard Butler"	"male"	"Gabriele"	"female"
238	1.25e+08	"martial arts terrorist hero mutation van"	"en"	"Teenage Mutant Ninja Turtles"	143.350376	2014-08-07	477200000	101	5.8	2636	"Comedy"	2014	8	7	"Megan Fox"	"female"	"Jonathan"	"male"
4398	1e+06	"virtual reality black and white"	"en"	"Creative Control"	1.50211	2016-03-11	0	97	5.4	25	"Drama"	2016	3	11	"Benjamin Dickinson"	"male"	"Benjamin"	"male"
918	4.5e+07	"bank manager kidnapping nazi background document ultimatum"	"en"	"Inside Man"	45.220386	2006-03-23	184376254	129	7.3	1630	"Drama"	2006	3	23	"Denzel Washington"	"male"	"Spike"	"male"
3328	7300000	"civil war parents kids relationship 1970s puberty totalitarian regime"	"fr"	"Persepolis"	24.281951	2007-05-23	0	95	7.7	450	"Drama"	2007	5	23	"Chiara Mastroianni"	"female"	"Vincent"	"male"
1294	3.9e+07	"martial arts telepathy dystopia spaceship fugitive"	"en"	"Serenity"	45.388937	2005-08-25	38869464	119	7.4	1264	"Thriller"	2005	8	25	"Nathan Fillion"	"male"	"Joss"	"male"
844	5.5e+07	"hunter fbi knife balkan war woods"	"en"	"The Hunted"	8.634954	2003-03-11	34234008	94	6	189	"Drama"	2003	3	11	"Tommy Lee"	"male"	"William"	"male"
3955	3e+06	"new york nurse sex infidelity nudity"	"en"	"Just Looking"	0.431332	1999-10-21	0	97	5.8	5	"Drama"	1999	10	21	"Gretchen Mol"	"female"	"Jason"	"male"
565	1.5e+08	"prison magic liberation honeymoon parents-in-law"	"en"	"Shrek 2"	47.320801	2004-05-19	919838758	93	6.7	2988	"Comedy"	2004	5	19	"Mike Myers"	"male"	"Andrew"	"male"
4101	2e+06	"independent film"	"en"	"Full Frontal"	1.95686	2002-08-02	2506446	96	4.8	26	"Drama"	2002	8	2	"David Duchovny"	"male"	"Steven"	"male"
2774	1.3e+07	"kitchen female protagonist bathtub wedding anniversary flashback"	"en"	"Faithful"	1.647335	1996-04-03	9789900	91	4.8	4	"Drama"	1996	4	3	"Cher Chazz"	"female"	"Paul"	"male"
169	1.4e+08	"new york usa world war ii nazis marvel comic"	"en"	"Captain America: The First Avenger"	74.506246	2011-07-22	370569774	124	6.6	7047	"Action"	2011	7	22	"Chris Evans"	"male"	"Joe"	"male"
1461	3.8e+07	"civil war friends bush whacker raid"	"en"	"Ride with the Devil"	5.516207	1999-11-24	635096	138	6.6	49	"Drama"	1999	11	24	"Tobey Maguire"	"male"	"Ang"	"male"
2506	0	"sport independent film"	"en"	"Madison"	0.212108	2001-01-23	0	99	5.3	3	"Drama"	2001	1	23	"Jim Caviezel"	"male"	"William"	"male"
3703	0	"dancer tango musical love"	"es"	"Tango"	0.425551	1998-02-12	0	115	6.8	6	"Drama"	1998	2	12	"Miguel \u00c1ngel"	"male"	"Carlos"	"male"
3900	3e+06	"clown golden retriever dog actor"	"en"	"Air Bud"	11.241802	1997-08-01	23144499	98	5.3	106	"Drama"	1997	8	1	"Kevin Zegers"	"male"	"Charles"	"male"
